district,area,chamber,market,building,floor,building_floors,construction_year,standard,property,window,heating,url,rent,price
 Wilanów,100.0,4,wtórny,apartamentowiec,0.0,4.0,2017.0,,,,,https://www.otodom.pl/oferta/niepowtarzalny-apartament-na-wilanowie-z-ogrodem-ID42baq.html#1abb15d7d7,990.0,1385000.0
 Wilanów,44.0,2,wtórny,,,4.0,2016.0,,,,,https://www.otodom.pl/oferta/wyjatkowa-nieruchomosc-zawady-ogrodek-80m2-ID42vEu.html#1abb15d7d7,500.0,510000.0
 Wilanów,61.3,3,pierwotny,apartamentowiec,1.0,2.0,,do wykończenia,,,,https://www.otodom.pl/oferta/zielona-czesc-wilanowa-kameralny-projekt-ID43fAH.html#1abb15d7d7,,534400.0
 Białołęka,56.0,2,wtórny,blok,4.0,4.0,2010.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/glebocka-duzy-taras-balkon-garaz-ID43fzV.html#1abb15d7d7,,459000.0
 Wilanów,71.51,3,pierwotny,apartamentowiec,2.0,2.0,,do wykończenia,,,,https://www.otodom.pl/oferta/mieszkanie-z-duzym-tarasem-spokojny-wilanow-ID43fCy.html#1abb15d7d7,,646200.0
 Mokotów,39.54,2,pierwotny,apartamentowiec,1.0,8.0,,do wykończenia,pełna własność,,,https://www.otodom.pl/oferta/ustawne-2-pokoje-w-swietnej-cenie-mokotow-ID43fCI.html#1abb15d7d7,,481388.0
 Ursus,31.7,2,wtórny,blok,5.0,6.0,2010.0,do zamieszkania,pełna własność,plastikowe,,https://www.otodom.pl/oferta/2-pok-ul-magnacka-31-7-m2-2011r-ID43fCY.html#1abb15d7d7,356.0,305000.0
 Wilanów,66.68,4,pierwotny,apartamentowiec,1.0,2.0,,do wykończenia,,,,https://www.otodom.pl/oferta/osiedle-ze-strefa-fitness-i-spa-ID43fAT.html#1abb15d7d7,,594300.0
 Wilanów,61.3,3,pierwotny,apartamentowiec,0.0,2.0,,do wykończenia,,,,https://www.otodom.pl/oferta/przepiekny-prywatny-ogrodek-ponad-50m2-ID43fBr.html#1abb15d7d7,,580800.0
 Wola,28.0,1,wtórny,blok,6.0,11.0,1976.0,,,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-28-m-warszawa-ID43flO.html#1abb15d7d7,250.0,319900.0
 Mokotów,46.6,3,wtórny,blok,0.0,4.0,1975.0,do remontu,spółdzielcze wł. z KW,plastikowe,,https://www.otodom.pl/oferta/3-pokoje-do-remontu-sadyba-okazja-ID43fBX.html#1abb15d7d7,530.0,410000.0
 Wilanów,66.68,4,pierwotny,apartamentowiec,1.0,2.0,,do wykończenia,,,,https://www.otodom.pl/oferta/miszkanie-w-spokojnej-czesci-wilanowa-ID43fCe.html#1abb15d7d7,,613200.0
 Ursus,51.0,3,wtórny,blok,4.0,5.0,2012.0,do zamieszkania,pełna własność,plastikowe,,https://www.otodom.pl/oferta/3-pok-skorosze-51-m2-2012r-ID43fEd.html#1abb15d7d7,,485000.0
 Mokotów,35.19,1,pierwotny,apartamentowiec,1.0,8.0,,do wykończenia,pełna własność,,,https://www.otodom.pl/oferta/centrum-biznesowe-mokotowa-przestronna-kawalerka-ID43fDc.html#1abb15d7d7,,440418.0
 Wola,142.0,4,wtórny,apartamentowiec,6.0,10.0,2002.0,do zamieszkania,spółdzielcze wł. z KW,,miejskie,https://www.otodom.pl/oferta/apartament-na-muranowie-4-pokoje-loggia-ID43cR9.html#1abb15d7d7,1.0,1547500.0
 Żoliborz,80.0,3,wtórny,apartamentowiec,7.0,9.0,2010.0,do zamieszkania,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/3-wygodne-pokoje-w-apartamentowcu-na-zoliborzu-ID43fDV.html#1abb15d7d7,,1120000.0
 Praga-Południe,59.0,4,wtórny,blok,,,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/12min-do-centrum-duze-okna-ID43fDz.html#1abb15d7d7,,524000.0
 Mokotów,70.32,3,pierwotny,apartamentowiec,2.0,8.0,,do wykończenia,pełna własność,,,https://www.otodom.pl/oferta/wysoki-standard-osiedla-super-komunikacja-ID43fDA.html#1abb15d7d7,,687331.0
 Praga-Północ,46.0,2,wtórny,blok,0.0,10.0,1968.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/sprzedam-bezposrednio-mieszkanie-46-m2-z-ogrodkiem-ID43fE4.html#1abb15d7d7,300.0,409000.0
 Żoliborz,71.41,3,wtórny,kamienica,3.0,3.0,1932.0,do remontu,spółdzielcze własnościowe,plastikowe,miejskie,https://www.otodom.pl/oferta/3-pok-kamienica-po-renowacji-obok-metra-p-wilsona-ID41XYd.html#1abb15d7d7,530.0,867000.0
 Mokotów,49.78,2,pierwotny,apartamentowiec,3.0,3.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/2-pok-49-78m2-mokotow-augustowka-gotowe-2019-ID43fGE.html#1abb15d7d7,,447522.2
 Mokotów,43.59,1,pierwotny,blok,0.0,5.0,2020.0,,,plastikowe,miejskie,https://www.otodom.pl/oferta/warszawa-mokotow-ludwiga-van-beethovena-43-59m2-ID43fES.html#1abb15d7d7,,443495.0
 Mokotów,67.73,3,pierwotny,apartamentowiec,4.0,4.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/3-pok-67-73m2-mokotow-augustowka-gotowe-2019-ID43fGA.html#1abb15d7d7,,588573.7
 Bemowo,74.0,3,wtórny,apartamentowiec,4.0,4.0,2001.0,do zamieszkania,pełna własność,,,https://www.otodom.pl/oferta/3-pokoje-na-bemowie-na-ul-widawskiej-ID43fFG.html#1abb15d7d7,690.0,574000.0
 Targówek,24.09,1,wtórny,apartamentowiec,1.0,4.0,2019.0,,pełna własność,,,https://www.otodom.pl/oferta/kawalerka-na-trgowku-przy-metrze-ID43fF7.html#1abb15d7d7,,255000.0
 Mokotów,64.41,3,pierwotny,apartamentowiec,1.0,3.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/3-pok-64-41m2-mokotow-augustowka-gotowe-2019-ID43fGJ.html#1abb15d7d7,,553281.9
 Mokotów,49.96,2,pierwotny,apartamentowiec,2.0,3.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/2-pok-49-96m2-mokotow-augustowka-gotowe-2019-ID43fGS.html#1abb15d7d7,,449140.4
 Mokotów,49.66,2,pierwotny,apartamentowiec,2.0,3.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/2-pok-49-66-m2-mokotow-augustowka-gotowe-2019-ID43fGZ.html#1abb15d7d7,,446443.4
 Mokotów,86.33,4,pierwotny,apartamentowiec,1.0,3.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/4-pok-86-33-m2-mokotow-augustowka-gotowe-2019-ID43fHr.html#1abb15d7d7,,715675.7
 Mokotów,64.19,3,pierwotny,apartamentowiec,3.0,3.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/3-pok-64-19-m2-mokotow-augustowka-gotowe-2019-ID43fHk.html#1abb15d7d7,,551392.1
 Mokotów,64.13,3,pierwotny,apartamentowiec,2.0,3.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/3-pok-64-13-m2-mokotow-augustowka-gotowe-2019-ID43fHw.html#1abb15d7d7,,550876.7
 Mokotów,63.79,3,pierwotny,apartamentowiec,3.0,3.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/3-pok-63-79-m2-mokotow-augustowka-gotowe-2019-ID43fHn.html#1abb15d7d7,,554335.1
 Mokotów,64.18,3,pierwotny,apartamentowiec,2.0,3.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/3-pok-64-18-m2-mokotow-wykonczenie-w-cenie-ID43fHf.html#1abb15d7d7,,576978.2
 Mokotów,51.3,2,pierwotny,apartamentowiec,1.0,4.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/2-pok-51-3m2-mokotow-augustowka-gotowe-2019-ID43fHD.html#1abb15d7d7,,456057.0
 Mokotów,49.78,2,pierwotny,apartamentowiec,1.0,3.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/2-pok-49-78-m2-mokotow-augustowka-gotowe-2019-ID43fH2.html#1abb15d7d7,,447522.2
 Mokotów,48.97,2,pierwotny,apartamentowiec,2.0,4.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/2-pok-48-97m2-mokotow-augustowka-gotowe-2019-ID43fI1.html#1abb15d7d7,,435343.3
 Mokotów,53.31,3,wtórny,blok,4.0,10.0,1970.0,do remontu,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/3-pokoje-blisko-uw-i-lazarskiego-ID42Cte.html#1abb15d7d7,550.0,499000.0
 Włochy,62.74,3,pierwotny,blok,0.0,5.0,,do wykończenia,,,,https://www.otodom.pl/oferta/piekne-duze-mieszkanie-w-prestizowej-inwestycji-ID3LqTu.html#1abb15d7d7,,520742.0
 Mokotów,51.35,2,pierwotny,apartamentowiec,2.0,4.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/2-pok-51-35m2-mokotow-augustowka-pod-klucz-ID43fHH.html#1abb15d7d7,,441096.5
 Mokotów,51.28,2,pierwotny,apartamentowiec,4.0,4.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/2-pok-51-28m2-mokotow-augustowka-gotowe-2019-ID43fHS.html#1abb15d7d7,,461007.2
 Mokotów,73.9,3,pierwotny,apartamentowiec,3.0,4.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/3-pok-73-9m2-mokotow-augustowka-gotowe-2019-ID43fHP.html#1abb15d7d7,,590461.0
 Mokotów,73.98,3,pierwotny,apartamentowiec,4.0,4.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/3-pok-73-98m2-mokotow-augustowka-ID43fHX.html#1abb15d7d7,,620692.2
 Wola,30.0,1,wtórny,blok,1.0,10.0,1970.0,,pełna własność,,,https://www.otodom.pl/oferta/kawalerka-na-esperanto-ID43fPH.html#76d5f1cb52,,350000.0
 Praga-Południe,64.56,2,pierwotny,blok,1.0,2.0,2019.0,do wykończenia,pełna własność,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-64-56-m-warszawa-ID43fP7.html#76d5f1cb52,,535848.0
 Wola,54.0,3,pierwotny,,,,,,pełna własność,,,https://www.otodom.pl/oferta/piekne-narozne-3-pok-z-dwoma-balkonamidobra-cena-ID43fPl.html#76d5f1cb52,,539000.0
 Wola,18.05,1,pierwotny,,,,,,pełna własność,,,https://www.otodom.pl/oferta/zamieszkaj-lub-zainwestuj-i-odlicz-23-vat-ID43fPs.html#76d5f1cb52,,219000.0
 Śródmieście,100.0,4,pierwotny,,,,,,pełna własność,,,https://www.otodom.pl/oferta/4-5-pokoi-dla-rodziny-gotowe-do-odbioru-b-centrum-ID43fPq.html#76d5f1cb52,,900000.0
 Praga-Południe,44.0,2,wtórny,,1.0,13.0,2014.0,do zamieszkania,pełna własność,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-44-m-warszawa-ID43fPG.html#76d5f1cb52,425.0,552000.0
 Praga-Południe,59.64,3,pierwotny,blok,1.0,2.0,2019.0,do wykończenia,pełna własność,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-59-64-m-warszawa-ID43fP5.html#76d5f1cb52,,495012.0
 Praga-Południe,67.6,4,pierwotny,blok,1.0,2.0,2019.0,do wykończenia,pełna własność,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-67-60-m-warszawa-ID43fP8.html#76d5f1cb52,,561080.0
 Wola,30.0,2,wtórny,blok,2.0,4.0,,do zamieszkania,spółdzielcze wł. z KW,plastikowe,,https://www.otodom.pl/oferta/2-pok-okolica-wola-park-30-m2-ID43fQg.html#76d5f1cb52,360.0,335000.0
 Praga-Południe,33.09,1,pierwotny,blok,4.0,8.0,2021.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/produkt-inwestycyjny-ID43fRH.html#76d5f1cb52,280.0,378615.0
 Mokotów,83.0,3,wtórny,apartamentowiec,1.0,7.0,,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/nowoczesne-biuro-apartament-3-pok-ID43a9O.html#76d5f1cb52,800.0,890000.0
 Targówek,47.0,3,wtórny,,3.0,4.0,,do remontu,pełna własność,plastikowe,,https://www.otodom.pl/oferta/3-pokoje-w-super-cenie-ID43fSk.html#76d5f1cb52,450.0,380000.0
 Włochy,96.77,5,wtórny,blok,6.0,6.0,1998.0,do zamieszkania,pełna własność,,miejskie,https://www.otodom.pl/oferta/5pok-120m2-2-lazienki-2-balkony-skm-wlochy-ID43fQC.html#76d5f1cb52,1.0,1070000.0
 Targówek,55.0,3,wtórny,blok,10.0,10.0,1975.0,do remontu,spółdzielcze własnościowe,drewniane,miejskie,https://www.otodom.pl/oferta/3-pokoje-55m2-kuchnia-z-oknem-inwestycja-metro-ID43fRs.html#76d5f1cb52,800.0,440000.0
 Śródmieście,57.4,2,wtórny,,,,,,,,,https://www.otodom.pl/oferta/super-okazja-marszalkowska-56mkw-1-pietro-ID43fSj.html#76d5f1cb52,,740000.0
 Śródmieście,34.3,2,wtórny,kamienica,2.0,2.0,1.0,,pełna własność,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-w-wyjatkowej-okolicy-starego-miasta-ID43fSK.html#76d5f1cb52,,480000.0
 Wawer,43.2,2,wtórny,kamienica,0.0,3.0,1939.0,,pełna własność,,gazowe,https://www.otodom.pl/oferta/mieszkanie-w-kamienicy-w-trakcie-remontu-ID43fTF.html#76d5f1cb52,,259000.0
 Śródmieście,81.3,4,wtórny,blok,7.0,11.0,2001.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/idealne-miejsce-na-biuro-centrum-warszawy-ID437W0.html#76d5f1cb52,,940000.0
 Włochy,44.0,2,wtórny,blok,0.0,4.0,,,pełna własność,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-z-widna-kuchnia-wysoki-parter-ID43fTL.html#76d5f1cb52,430.0,440000.0
 Wawer,26.9,1,wtórny,kamienica,0.0,3.0,1939.0,,pełna własność,,gazowe,https://www.otodom.pl/oferta/mieszkanie-w-kamienicy-w-trakcie-remontu-ID43fTG.html#76d5f1cb52,,189000.0
 Wola,38.0,2,wtórny,blok,10.0,10.0,1973.0,,spółdzielcze wł. z KW,,miejskie,https://www.otodom.pl/oferta/2-samodzielne-pokoje-po-remoncie-wola-ID43fTv.html#76d5f1cb52,445.0,540000.0
 Wawer,43.2,2,wtórny,kamienica,1.0,3.0,1939.0,,pełna własność,,gazowe,https://www.otodom.pl/oferta/mieszkanie-w-kamienicy-w-trakcie-remontu-ID43fTI.html#76d5f1cb52,,259000.0
 Śródmieście,50.35,2,wtórny,,0.0,4.0,1955.0,,pełna własność,,,https://www.otodom.pl/oferta/nowe-miasto-2-pokoje-rozkladowe-ID43fTR.html#76d5f1cb52,,560000.0
 Białołęka,35.84,1,wtórny,blok,2.0,4.0,1999.0,do zamieszkania,spółdzielcze wł. z KW,,,https://www.otodom.pl/oferta/mieszkanie-35-84-m-warszawa-ID43fTt.html#76d5f1cb52,,337000.0
 Wilanów,59.67,3,pierwotny,apartamentowiec,0.0,2.0,,do wykończenia,,,,https://www.otodom.pl/oferta/wilanowskie-zawady-sasiedztwo-wisly-ID43fUo.html#76d5f1cb52,,497648.0
 Śródmieście,86.5,4,wtórny,kamienica,1.0,4.0,1950.0,do remontu,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/dobra-inwestycja-87-m2-przy-metrze-politechnika-ID43fUi.html#76d5f1cb52,1.0,898000.0
 Wilanów,75.41,4,pierwotny,apartamentowiec,1.0,2.0,2019.0,do wykończenia,,,,https://www.otodom.pl/oferta/apartament-w-otoczeniu-zieleni-za-chwile-oddanie-ID43fUB.html#76d5f1cb52,,651542.0
 Białołęka,63.3,3,wtórny,blok,4.0,10.0,1980.0,do zamieszkania,spółdzielcze własnościowe,plastikowe,miejskie,https://www.otodom.pl/oferta/3-pokojowe-na-tarchominie-ID43fUH.html#76d5f1cb52,780.0,487000.0
 Włochy,62.0,3,wtórny,blok,4.0,4.0,1963.0,do zamieszkania,spółdzielcze wł. z KW,plastikowe,miejskie,https://www.otodom.pl/oferta/sprzedam-bezposrednio-3-pokoje-17-stycznia-okecie-ID43fUr.html#76d5f1cb52,790.0,560000.0
 Śródmieście,48.0,2,pierwotny,apartamentowiec,0.0,9.0,2021.0,do wykończenia,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/nowosc-osobnakuchniaduzybalkonmetro-ID43fUq.html#76d5f1cb52,,546000.0
 Białołęka,70.0,3,wtórny,blok,0.0,3.0,2009.0,do zamieszkania,pełna własność,,,https://www.otodom.pl/oferta/mieszkanie-70-m-warszawa-ID43fUK.html#76d5f1cb52,800.0,635000.0
 Praga-Południe,99.0,4,wtórny,blok,1.0,6.0,2011.0,,,,,https://www.otodom.pl/oferta/apartament-cztery-pokoje-z-podziemnym-garazem-ID43fUP.html#76d5f1cb52,,1238000.0
 Praga-Południe,60.0,3,wtórny,blok,2.0,4.0,1987.0,,spółdzielcze własnościowe,,,https://www.otodom.pl/oferta/ustawne-trzy-pokoje-balkon-goclaw-ID43fUU.html#76d5f1cb52,,520000.0
 Mokotów,47.0,3,wtórny,blok,0.0,4.0,1973.0,do zamieszkania,pełna własność,,,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-mokotow-ul-bartlomieja-ID43fWp.html#76d5f1cb52,490.0,425000.0
 Śródmieście,48.0,3,wtórny,blok,11.0,15.0,1972.0,do remontu,spółdzielcze własnościowe,plastikowe,,https://www.otodom.pl/oferta/3-pokoje-w-srodmiesciu-ul-grzybowska-ID43fUR.html#76d5f1cb52,660.0,480000.0
 Wilanów,84.01,4,pierwotny,apartamentowiec,2.0,2.0,2019.0,do wykończenia,,,,https://www.otodom.pl/oferta/bliski-termin-oddania-spokojna-okolica-ID43fWs.html#76d5f1cb52,,730047.0
 Praga-Południe,46.29,2,wtórny,apartamentowiec,2.0,4.0,1960.0,do zamieszkania,pełna własność,,,https://www.otodom.pl/oferta/2-pokoje-praga-poludnie-ul-ostrombramska-ID43fWq.html#76d5f1cb52,420.0,449000.0
 Wola,31.84,2,pierwotny,blok,3.0,14.0,2019.0,do wykończenia,,plastikowe,,https://www.otodom.pl/oferta/idealne-i-na-start-i-na-inwestycje-ID43fUY.html#76d5f1cb52,283.0,369000.0
 Praga-Południe,54.0,3,wtórny,blok,5.0,10.0,1970.0,do zamieszkania,pełna własność,,,https://www.otodom.pl/oferta/mieszkanie-54-m-warszawa-ID43fW1.html#76d5f1cb52,550.0,696000.0
 Wilanów,80.08,4,pierwotny,apartamentowiec,2.0,2.0,,do wykończenia,,,,https://www.otodom.pl/oferta/spokojna-okolica-bliski-termin-oddania-projektu-ID43fWA.html#76d5f1cb52,,695895.0
 Praga-Południe,45.33,2,pierwotny,blok,0.0,2.0,2019.0,do wykończenia,pełna własność,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-45-33-m-warszawa-ID43fV2.html#76d5f1cb52,450.0,403437.0
 Wilanów,84.41,4,pierwotny,apartamentowiec,2.0,2.0,,do wykończenia,,,,https://www.otodom.pl/oferta/wilanowskie-zawady-sasiedztwo-wisly-ID43fWZ.html#76d5f1cb52,,737743.0
 Wilanów,59.67,3,pierwotny,apartamentowiec,0.0,2.0,,do wykończenia,,,,https://www.otodom.pl/oferta/mieszkanie-z-ogrodkiem-zielony-wilanow-ID43fVz.html#76d5f1cb52,,515549.0
 Praga-Południe,48.75,2,pierwotny,blok,1.0,2.0,2019.0,do wykończenia,pełna własność,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-48-75-m-warszawa-ID43fV0.html#76d5f1cb52,450.0,414375.0
 Targówek,49.0,2,wtórny,blok,10.0,10.0,2002.0,do zamieszkania,,plastikowe,miejskie,https://www.otodom.pl/oferta/2-pokoje-z-garazem-na-brodnie-ID43fVR.html#76d5f1cb52,,430000.0
 Śródmieście,45.0,2,pierwotny,apartamentowiec,1.0,9.0,2021.0,do wykończenia,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/nowosc-wysokistandardmetro-ID43fWC.html#76d5f1cb52,,556000.0
 Mokotów,44.67,2,wtórny,apartamentowiec,0.0,4.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/stan-deweloperski-listopad-oddzielna-widna-kuchnia-ID43fVU.html#76d5f1cb52,350.0,390000.0
 Praga-Północ,37.0,1,wtórny,blok,1.0,7.0,1980.0,,pełna własność,,,https://www.otodom.pl/oferta/nowoczesny-1-pokoj-praga-polnoc-ID43fVd.html#76d5f1cb52,,387000.0
 Wawer,143.0,1,wtórny,kamienica,3.0,3.0,1939.0,,pełna własność,,gazowe,https://www.otodom.pl/oferta/poddasze-w-kamienicy-w-trakcie-remontu-ID43g0T.html#a3d3086502,,199000.0
 Mokotów,47.0,3,wtórny,blok,0.0,,,do zamieszkania,spółdzielcze wł. z KW,plastikowe,miejskie,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-47m-mokotow-ID43fY5.html#76d5f1cb52,500.0,425000.0
 Wola,63.5,3,wtórny,kamienica,0.0,3.0,1953.0,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/kamienica-na-woli-przy-parku-moczydlo-ID43fXs.html#76d5f1cb52,670.0,549000.0
 Ursynów,74.0,2,wtórny,apartamentowiec,4.0,4.0,2004.0,do zamieszkania,spółdzielcze wł. z KW,drewniane,miejskie,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-65m-kabaty-blisko-metra-ID43fY8.html#76d5f1cb52,500.0,590000.0
 Mokotów,65.0,3,wtórny,blok,1.0,4.0,,do remontu,spółdzielcze własnościowe,plastikowe,miejskie,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-do-wykonczenia-sadyba-ID43fY7.html#76d5f1cb52,,610000.0
 Mokotów,47.0,3,wtórny,,0.0,4.0,1969.0,,spółdzielcze wł. z KW,,,https://www.otodom.pl/oferta/3-pokoje-47m2-mokotow-ogrod-widna-kuchnia-ID43g13.html#a3d3086502,500.0,417000.0
 Wola,48.0,2,wtórny,,7.0,17.0,,,pełna własność,,,https://www.otodom.pl/oferta/wykonczone-2-pokojowe-mieszkanie-na-muranowie-ID43g11.html#a3d3086502,,800000.0
 Śródmieście,52.0,3,pierwotny,apartamentowiec,1.0,9.0,2021.0,do wykończenia,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/nowosc-metrogarderobaduzybalkon-ID43fXf.html#76d5f1cb52,,642000.0
 Wilanów,111.3,5,pierwotny,apartamentowiec,0.0,2.0,2019.0,do wykończenia,,,,https://www.otodom.pl/oferta/wilanowskie-zawady-sasiedztwo-wisly-ID43g2h.html#a3d3086502,,973875.0
 Wilanów,90.18,4,pierwotny,apartamentowiec,1.0,2.0,2019.0,do wykończenia,,,,https://www.otodom.pl/oferta/apartament-w-otoczeniu-zieleni-za-chwile-oddanie-ID43g2r.html#a3d3086502,,789075.0
 Wilanów,86.57,4,pierwotny,apartamentowiec,0.0,2.0,2019.0,do wykończenia,,,,https://www.otodom.pl/oferta/bliski-termin-oddania-spokojna-okolica-ID43g2c.html#a3d3086502,,718531.0
 Wilanów,41.93,2,pierwotny,apartamentowiec,1.0,2.0,2019.0,do wykończenia,,,,https://www.otodom.pl/oferta/bliski-termin-realizacji-projektu-wilanow-ID43g25.html#a3d3086502,,370661.0
 Żoliborz,86.2,3,wtórny,apartamentowiec,2.0,9.0,2007.0,,pełna własność,,,https://www.otodom.pl/oferta/mieszkanie-86-20-m-warszawa-ID43g1x.html#a3d3086502,800.0,1116000.0
 Mokotów,49.0,3,wtórny,blok,7.0,10.0,1972.0,,spółdzielcze własnościowe,,miejskie,https://www.otodom.pl/oferta/okazja-mokotow-ID43g3g.html#a3d3086502,,465000.0
 Ursynów,121.65,4,wtórny,apartamentowiec,2.0,7.0,2000.0,do zamieszkania,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/mieszkanie-121-65-m-warszawa-ID43g1Y.html#a3d3086502,1.0,1100000.0
 Rembertów,95.0,4,wtórny,blok,0.0,2.0,2011.0,do zamieszkania,pełna własność,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-95-m-warszawa-ID43g2v.html#a3d3086502,,750000.0
 Ursynów,57.9,2,wtórny,blok,0.0,5.0,2007.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/mieszkanie-na-ursynowie-2-3-pokoje-ID43cJ0.html#a3d3086502,,530000.0
 Wola,38.55,1,pierwotny,apartamentowiec,7.0,8.0,2017.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/apartament-wykonczony-pod-klucz-ul-kolejowa-ID43g3y.html#a3d3086502,,495711.0
 Śródmieście,34.0,2,wtórny,kamienica,2.0,4.0,1947.0,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/kamienica-w-okolicy-mariansztat-starowka-ID43g3p.html#a3d3086502,250.0,480000.0
 Mokotów,60.0,3,wtórny,kamienica,2.0,3.0,1950.0,do zamieszkania,spółdzielcze wł. z KW,drewniane,miejskie,https://www.otodom.pl/oferta/ludowa-z-balkonem-po-remoncie-ID43g5Q.html#a3d3086502,541.0,870000.0
 Ursus,34.4,2,wtórny,blok,0.0,4.0,2001.0,do zamieszkania,pełna własność,,,https://www.otodom.pl/oferta/2-pokoje-na-ursusie-ul-orlow-piastowskich-ID43g5v.html#a3d3086502,400.0,340000.0
 Śródmieście,84.0,4,wtórny,,6.0,8.0,1993.0,,pełna własność,,,https://www.otodom.pl/oferta/5-pokoi-w-centrum-miasta-ID43g47.html#a3d3086502,,1120000.0
 Wilanów,124.87,6,pierwotny,apartamentowiec,1.0,2.0,,do wykończenia,,,,https://www.otodom.pl/oferta/apartament-w-otoczeniu-zielenie-za-chwile-oddanie-ID43g4J.html#a3d3086502,,1101353.0
 mazowieckie,141.5,5,wtórny,,4.0,7.0,,,pełna własność,,,https://www.otodom.pl/oferta/mieszkanie-warszawa-ID43g6d.html#a3d3086502,,2264000.0
 Bemowo,61.6,3,wtórny,blok,8.0,8.0,1979.0,do remontu,pełna własność,plastikowe,,https://www.otodom.pl/oferta/3-pokoje-na-jelonkach-blisko-parku-gorczewska-ID43g6K.html#a3d3086502,600.0,464000.0
 Bielany,51.0,3,wtórny,blok,5.0,10.0,1975.0,,spółdzielcze wł. z KW,,,https://www.otodom.pl/oferta/trzy-pokoje-metro-wawrzyszew-balkon-ID43g6L.html#a3d3086502,,495000.0
